aon,daily_decr30,daily_decr90,rental30,rental90,cnt_loans30,amnt_loans30,maxamnt_loans30,cnt_loans90,amnt_loans90,maxamnt_loans90,payback30,payback90,Year,Month,Day
334.0,18902.0,23406.47,5698.04,6648.03,4,24,6.0,12.0,72,6,2.428571429,3.0625,2016,6,8
427.0,226.4293333,226.4293333,453.72,453.72,4,24,6.0,4.0,24,6,5.0,5.0,2016,6,19
740.0,13198.0,17521.03,900.08,1668.89,4,42,12.0,6.0,54,12,4.0,4.2,2016,11,8
1738.0,756.2503333,770.29,3730.84,5890.8,2,12,6.0,4.0,24,6,0.0,3.666666667,2016,11,7
271.0,507.0,515.0,904.54,1938.3,1,6,6.0,1.0,6,6,0.0,0.0,2016,7,16
889.0,58.552,58.552,959.28,959.28,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,24
162.0,6239.9,6263.0,1247.53,1622.19,8,48,6.0,9.0,54,6,4.25,4.25,2016,11,7
104.0,6.58,6.58,112.07,112.07,1,6,6.0,1.0,6,6,0.0,0.0,2016,7,6
1017.0,25759.5,32399.97,5346.41,5579.81,3,36,12.0,6.0,66,12,3.4,3.857142857,2016,9,8
188.0,17.03333333,17.03333333,55.16,55.16,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,14
233.0,22.52,22.52,232.77,232.77,2,12,6.0,2.0,12,6,0.0,0.0,2016,3,6
318.0,20552.0,23764.36,1399.44,5449.54,3,18,6.0,5.0,30,6,3.2,3.857142857,2016,8,13
237.0,3200.0,3200.0,14355.37,17244.77,2,12,6.0,2.0,12,6,71.0,71.0,2016,7,20
179.0,2370.7,2419.0,3030.13,4331.08,6,36,6.0,7.0,42,6,5.833333333,9.142857143,2016,7,21
554.0,148.28,148.28,550.88,550.88,4,24,6.0,4.0,24,6,3.0,3.0,2016,6,22
344.0,30.736,30.736,67.5,67.5,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,6
1196.0,8.433333333,8.433333333,0.0,0.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,11,6
1179.0,3703.272,3712.84,340.96,376.42,4,24,6.0,5.0,30,6,6.0,6.0,2016,6,7
549.0,71.43666667,71.43666667,1070.39,1070.39,2,12,6.0,2.0,12,6,0.0,0.0,2016,6,29
1650.0,4792.3,4793.0,1299.96,1695.6,1,6,6.0,1.0,6,6,0.0,0.0,2016,7,7
506149.0663,11102.0,11102.0,299.96,299.96,1,6,6.0,1.0,6,6,0.0,0.0,2016,7,27
908.0,16440.0,21571.66,3166.26,4715.45,5,30,6.0,14.0,84,6,2.6,2.214285714,2016,6,8
451.0,8.7,8.7,129.42,129.42,1,6,6.0,1.0,6,6,0.0,0.0,2016,9,6
210.0,580.0,610.32,0.0,0.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,12,8
695.0,5792.386,5808.82,5705.84,6232.96,4,24,6.0,4.0,24,6,6.8,6.8,2016,11,7
157.0,63.72,63.72,-177.48,-177.48,2,12,6.0,2.0,12,6,0.0,0.0,2016,6,18
1282.0,150.0,150.0,384.8,384.8,2,12,6.0,2.0,12,6,1.5,1.5,2016,6,16
424.0,56.06666667,56.06666667,324.8,324.8,2,12,6.0,2.0,12,6,6.5,6.5,2016,6,29
662.0,23.39466667,23.39466667,367.28,367.28,2,12,6.0,2.0,12,6,3.5,3.5,2016,8,6
750.0,3377.342,3384.56,2148.62,2598.35,4,24,6.0,7.0,42,6,8.5,7.714285714,2016,9,7
415.0,11067.163,11114.889,4265.39,4416.03,3,30,12.0,5.0,42,12,8.333333333,7.0,2016,7,23
663.0,3950.0,3950.0,400.26,400.26,1,6,6.0,2.0,12,6,26.5,26.5,2016,5,8
938.0,4350.0,4357.0,199.12,228.22,3,18,6.0,3.0,18,6,6.0,83.66666667,2016,8,16
1268.0,6165.0,7493.63,3391.3,3225.1,0,0,0.0,1.0,6,6,0.0,9.5,2016,5,8
321.0,23167.0,23297.46,6247.81,7844.41,2,24,12.0,2.0,24,12,0.0,0.0,2016,7,30
190.0,28975.98133,29039.96,3406.68,3758.68,1,12,12.0,1.0,12,12,0.0,0.0,2016,7,16
383.0,0.0,0.0,0.0,0.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,1,6
288.0,21956.86,21981.95,5102.38,5202.22,9,66,12.0,10.0,72,12,2.625,5.222222222,2016,7,26
898.0,289.1176667,289.1176667,2040.33,2040.33,3,18,6.0,3.0,18,6,1.666666667,1.666666667,2016,6,23
401.0,42.426,42.426,927.99,927.99,4,24,6.0,4.0,24,6,3.333333333,3.333333333,2016,6,27
191.0,10670.0,10904.75,8434.78,8524.78,0,0,0.0,1.0,6,6,0.0,0.0,2016,7,31
126.0,27.9,27.9,1117.8,1117.8,2,12,6.0,2.0,12,6,16.0,16.0,2016,6,27
326.0,900.0,900.0,4346.74,4948.58,1,6,6.0,1.0,6,6,0.0,0.0,2016,4,7
140.0,15374.0,21980.3,4914.18,6769.68,5,30,6.0,8.0,48,6,2.8,2.625,2016,6,8
1477.0,153.0426667,153.0426667,2872.45,2872.45,2,12,6.0,2.0,12,6,0.0,0.0,2016,6,29
989.0,8350.0,12295.0,600.39,1050.22,5,30,6.0,8.0,48,6,4.25,4.571428571,2016,8,13
1345.0,41.34866667,41.34866667,208.0,208.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,26
1894.0,59153.0,67701.62,10260.86,8354.79,3,36,12.0,6.0,54,12,5.333333333,10.33333333,2016,3,8
2013.0,189.01,189.01,1616.4,1616.4,2,12,6.0,2.0,12,6,2.5,2.5,2016,6,15
1218.0,19925.81467,20154.32,3885.61,3485.6,4,24,6.0,6.0,36,6,1.0,1.166666667,2016,7,13
1823.0,90.573,90.573,251.18,251.18,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,19
225.0,44.922,44.922,329.76,329.76,4,24,6.0,4.0,24,6,1.666666667,1.666666667,2016,6,6
1154.0,0.0,0.0,0.0,0.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,4,6
340.0,6.51,6.51,655.56,655.56,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,6
1449.0,3069.973333,3074.96,60.0,90.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,10,7
244.0,86.64,86.64,216.0,216.0,4,24,6.0,4.0,24,6,4.25,4.25,2016,6,18
193.0,5349.376333,5373.37,7914.57,8331.48,3,24,12.0,3.0,24,12,1.5,1.5,2016,7,13
290.0,10475.458,10521.29,1039.42,1604.86,6,36,6.0,9.0,54,6,3.0,7.0,2016,7,24
713.0,4.559333333,4.559333333,14.0,14.0,2,12,6.0,2.0,12,6,0.0,0.0,2016,7,6
850.0,39.66666667,39.66666667,681.19,681.19,4,24,6.0,4.0,24,6,1.6,1.6,2016,6,17
240.0,22798.5,27017.57,2235.52,6464.3,8,72,12.0,16.0,120,12,3.375,3.4375,2016,5,8
908.0,19.16666667,19.16666667,75.0,75.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,25
613.0,57.33333333,57.33333333,431.4,431.4,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,20
127.0,40.0,40.0,-229.6,-229.6,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,16
424.0,135.0,135.0,1524.69,1524.69,4,24,6.0,4.0,24,6,2.666666667,2.666666667,2016,6,27
646.0,1720.0,1720.0,1701.66,2421.9,1,6,6.0,1.0,6,6,0.0,0.0,2016,12,7
182.0,6613.27,6669.9,3203.89,4272.16,7,42,6.0,10.0,60,6,3.571428571,4.7,2016,7,21
502.0,693.1063333,741.63,9880.8,11999.17,1,6,6.0,1.0,6,6,0.0,0.0,2016,7,17
1346.0,241.95,241.95,534.0,534.0,2,12,6.0,2.0,12,6,1.0,1.333333333,2016,6,30
997.0,10.96666667,10.96666667,516.6,516.6,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,14
215.0,10976.65333,11038.4,2253.77,2747.78,6,36,6.0,6.0,36,6,1.166666667,1.166666667,2016,11,7
217.0,29.41333333,29.41333333,616.6,616.6,1,6,55723.85804,1.0,6,6,0.0,0.0,2016,10,6
476.0,26822.0,30127.0,2301.56,2921.69,8,78,12.0,13.0,108,12,3.0,2.538461538,2016,3,8
1907.0,18134.71233,18364.49,4717.03,5661.04,8,48,6.0,17.0,102,6,2.0,1.588235294,2016,7,17
1390.0,5064.0,5459.73,299.69,6486.83,1,12,12.0,3.0,24,12,10.0,18.0,2016,8,15
2004.0,2361.928667,2367.61,736.51,819.03,5,30,6.0,5.0,30,6,6.0,6.0,2016,4,7
-12.0,460.0,460.0,4757.62,4879.42,1,6,6.0,1.0,6,6,0.0,0.0,2016,7,7
213.0,17560.005,17646.35,8909.77,12259.48,3,30,12.0,4.0,36,12,6.666666667,6.666666667,2016,7,21
363.0,1526.718333,1547.15,361.53,561.86,6,36,6.0,8.0,48,6,3.166666667,3.428571429,2016,7,13
-23.0,13.0,13.0,52.0,52.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,26
750.0,17113.099,17208.69,10778.61,12564.46,3,18,6.0,3.0,18,6,2.333333333,2.333333333,2016,7,17
338.0,11.085,11.085,43.95,43.95,2,12,6.0,2.0,12,6,2.0,2.0,2016,3,6
1433.0,4350.0,4350.0,1767.56,1767.56,1,12,12.0,1616.158358,12,12,3.0,3.0,2016,8,21
1659.0,124.7546667,124.7546667,813.45,813.45,3,18,6.0,3.0,18,6,2.333333333,2.333333333,2016,11,6
952.0,2642.213,2706.39,5.9,177.0,1,6,6.0,3.0,18,6,0.0,4.333333333,2016,7,29
123.0,30.905,30.905,252.56,252.56,3,18,6.0,3.0,18,6,3.5,3.5,2016,7,6
104.0,18519.5,18597.78,6702.35,10517.93,2,12,6.0,2.0,12,6,1.5,1.5,2016,8,16
926.0,16.04,16.04,1044.2,1044.2,1,6,6.0,1.0,6,6,0.0,0.0,2016,10,6
431.0,8025.0,8078.1,499.82,4062.75,2,12,6.0,2.0,12,6,4.5,17.66666667,2016,6,8
1922.0,5152.0,5168.0,615.61,674.01,2,12,6.0,3.0,18,6,0.0,4.5,2016,10,7
124.0,600.0,600.0,2608.7,2608.7,1,6,6.0,1.0,6,6,0.0,0.0,2016,7,20
78.0,3.5,3.5,2306.1,2306.1,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,15
128.0,4934.4,5003.0,4369.18,4635.18,1,12,12.0,1.0,12,12,0.0,0.0,2016,7,7
278.0,0.168666667,0.168666667,1760.0,1760.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,22
1143.0,26.08833333,26.08833333,107.36,107.36,3,18,6.0,3.0,18,6,2.5,2.5,2016,11,6
2058.0,7887.4,7904.4,21558.34,24845.59,2,12,6.0,2.0,12,6,8.0,8.0,2016,7,25
85.0,3555.866667,3573.8,8844.29,10122.89,2,12,6.0,2.0,12,6,0.0,0.0,2016,10,7
339.0,8.333333333,8.333333333,25.0,25.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,25
206.0,265.7706667,265.7706667,-1194.72,-1194.72,2,12,6.0,2.0,12,6,0.0,0.0,2016,6,16
94.0,10.25,10.25,392.65,392.65,1,6,6.0,1.0,6,6,0.0,0.0,2016,5,6
1245.0,8921.956,8956.39,2048.76,4222.8,2,18,12.0,3.0,24,12,0.0,5.5,2016,7,18
1522.0,21023.40733,21126.73,6123.19,6111.35,3,18,6.0,4.0,24,6,5.0,6.333333333,2016,7,16
114.0,2747.013333,2766.3,3887.76,5696.6,2,12,6.0,2.0,12,6,0.0,0.0,2016,7,22
1162.0,359.968,359.968,-2261.52,-2261.52,4,24,6.0,4.0,24,6,7.0,7.0,2016,6,24
1880.0,6960.0,7680.0,1886.71,1983.27,2,12,6.0,2.0,12,6,4.5,4.5,2016,6,8
513.0,4120.0,6220.0,1503.46,2529.87,2,12,6.0,3.0,18,6,10.33333333,23.75,2016,7,8
333.0,1039.45,1042.34,214.75,257.7,1,6,6.0,1.0,6,6,0.0,0.0,2016,5,7
197.0,1234.666667,1240.0,156.0,180.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,4,7
155.0,35354.93533,35486.29,2795.06,3083.06,5,60,12.0,7.0,72,12,1.5,1.333333333,2016,7,16
880.0,4.805333333,4.805333333,394.4,394.4,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,16
859.0,7008.023333,7040.9,1171.02,1293.52,1,6,6.0,1.0,6,6,0.0,0.0,2016,7,7
295.0,96.86333333,96.86333333,1709.4,1709.4,4,24,6.0,4.0,24,6,1.666666667,1.666666667,2016,10,6
388.0,26111.0,35312.14,5583.87,7067.19,6,42,12.0,10.0,72,12,2.0,1.909090909,2016,9,8
63.0,15.2,15.2,385.65,385.65,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,15
978.0,30.4,30.4,627.0,627.0,2,12,6.0,2.0,12,6,4.5,4.5,2016,6,15
776.0,8237.919,8267.89,4024.34,4584.66,5,30,6.0,7.0,42,6,2.6,3.0,2016,7,17
442.0,11379.41333,11450.12,3434.23,3818.63,15,90,6.0,18.0,108,6,1.533333333,1.611111111,2016,10,7
198.0,7822.0,8580.41,2459.27,2669.27,1,6,6.0,2.0,12,6,0.0,0.0,2016,1,8
385.0,1589.0,1589.0,0.0,0.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,8,18
139.0,12421.44,12475.2,1747.8,1970.4,3,18,6.0,3.0,18,6,8.333333333,8.333333333,2016,7,14
1055.0,49.18333333,49.18333333,577.59,577.59,3,18,6.0,3.0,18,6,4.0,4.0,2016,6,13
598.0,30.5,30.5,5233.5,5233.5,3,18,6.0,3.0,18,6,2.5,2.5,2016,6,15
140.0,16293.86667,16376.0,1442.23,1917.25,6,42,12.0,6.0,42,12,3.8,3.8,2016,7,14
505.0,44.22,44.22,1333.8,1333.8,3,18,6.0,3.0,18,6,3.0,3.0,2016,6,30
1174.0,18645.0,21492.95,1493.19,2433.95,7,42,6.0,12.0,72,6,2.571428571,3.416666667,2016,5,8
1233.0,18744.0,19005.24,6425.88,8156.88,1,6,6.0,1.0,6,6,0.0,0.0,2016,7,30
1085.0,89.86133333,89.86133333,489.52,489.52,2,12,6.0,2.0,12,6,1.0,1.0,2016,8,6
1401.0,9400.0,9534.12,299.7,1407.0,2,12,6.0,2.0,12,6,0.0,0.0,2016,7,30
411.0,28.512,28.512,3939.76,3939.76,3,18,6.0,3.0,18,6,8.0,8.0,2016,6,22
236.0,3556.1,3575.0,1681.55,3989.51,2,12,6.0,3.0,18,6,0.0,8.5,2016,7,27
85.0,75.64666667,75.64666667,538.44,538.44,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,14
829.0,59.26666667,59.26666667,210.0,210.0,2,12,6.0,4946.011919,12,6,0.0,0.0,2016,6,14
138.0,842.4,853.0,1432.64,1526.78,3,18,6.0,3.0,18,6,7.0,7.0,2016,6,7
1137.0,3.0,3.0,12.0,12.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,3,6
1297.0,57.44,57.44,666.08,666.08,5,30,6.0,5.0,30,6,2.8,2.8,2016,6,16
1056.0,12743.0,16003.18,5190.45,9711.25,5,30,6.0,8.0,48,6,2.857142857,4.555555556,2016,8,13
240.0,7599.011,7644.11,725.45,954.95,3,18,6.0,6.0,36,6,3.666666667,4.333333333,2016,7,27
408.0,2.49,8.3,282.78,942.6,1,6,6.0,2.0,12,6,0.0,0.0,2016,7,21
649.0,17.44833333,17.44833333,198.65,198.65,2,12,6.0,2.0,12,6,0.0,0.0,2016,6,29
164.0,33750.0,39567.48,3301.65,5061.54,10,102,12.0,20.0,162,12,2.0,2.217391304,2016,7,8
207.0,0.0,0.0,1644.66,1644.66,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,18
1312.0,62.772,62.772,1018.62,1018.62,4,24,6.0,4.0,24,6,2.0,2.0,2016,6,18
1332.0,139.13,139.13,270.0,270.0,2,12,6.0,2.0,12,6,1.5,1.5,2016,6,15
192.0,410.0,412.0,50.0,60.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,5,7
657.0,4304.087,4338.41,690.48,814.86,7,42,6.0,8.0,48,6,4.5,4.0,2016,9,7
361.0,195.5633333,195.5633333,1422.46,1422.46,15,90,6.0,15.0,90,6,1.466666667,1.466666667,2016,6,13
1013.0,6086.476,6190.69,1616.59,3591.73,1,6,6.0,2.0,12,6,0.0,2.333333333,2016,7,18
70.0,54.705,54.705,733.65,733.65,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,15
186.0,5698.514667,5713.44,4599.36,4960.12,2,12,6.0,3.0,18,6,13.0,11.66666667,2016,7,29
168.0,62607.0,86345.42,24590.95,36183.76,3,36,12.0,5.0,54,12,1.333333333,1.8,2016,7,8
1065.0,94.164,94.164,792.19,792.19,5,30,6.0,5.0,30,6,1.6,1.6,2016,7,6
1836.0,7935.954,7973.18,10843.31,13672.43,3,18,6.0,6.0,36,6,3.0,5.6,2016,7,21
513.0,69.45866667,69.45866667,4710.44,4710.44,1,6,6.0,2332.222415,6,6,0.0,0.0,2016,6,28
1274.0,4531.148333,4566.65,489.91,607.72,2,12,6.0,6.0,36,6,0.0,7.8,2016,7,17
238.0,49.0,49.0,337.8,337.8,6,36,6.0,6.0,36,6,6.833333333,6.833333333,2016,6,30
184.0,4716.033333,4737.0,465.26,550.26,2,12,6.0,4.0,24,6,9.0,9.0,2016,7,17
269.0,507.5,515.0,5009.14,6540.04,1,6,6.0,1.0,6,6,0.0,0.0,2016,7,15
846.0,18330.0,28330.99,4293.95,13104.41,2,12,6.0,7.0,42,6,3.0,2.571428571,2016,8,14
875.0,1619.048,1620.44,336.18,387.9,2,12,6.0,2.0,12,6,0.0,0.0,2016,4,7
318.0,21792.24,21826.8,11795.13,13025.69,5,42,12.0,6.0,48,12,4.8,4.8,2016,7,16
133.0,4472.66,4474.2,2946.5,3142.08,1,6,6.0,1.0,6,6,0.0,0.0,2016,11,7
288.0,33657.58133,33805.72,4526.58,5238.62,9,96,12.0,14.0,126,12,2.5,2.384615385,2016,7,28
2109.0,5699.79,5730.95,2136.82,2839.06,4,24,6.0,7.0,42,6,6.0,7.571428571,2016,7,24
237.0,121.014,121.014,1017.9,1017.9,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,27
326.0,16.94,16.94,1120.7,1120.7,2,12,6.0,2.0,12,6,0.0,0.0,2016,10,6
599.0,26.15833333,26.15833333,923.0,923.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,25
1268.0,2535.567667,2547.61,349.63,395.13,2,12,6.0,2.0,12,6,0.0,5.5,2016,7,7
732.0,144.09,144.09,2266.92,2266.92,14,84,6.0,14.0,84,6,2.2,2.2,2016,6,18
371.0,7888.748,7952.11,2257.58,2914.08,5,30,6.0,7.0,42,6,5.25,4.857142857,2016,7,26
139.0,0.0,0.0,310.59,310.59,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,17
770.0,77.045,77.045,521.74,521.74,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,19
87.0,151.032,151.032,1639.2,1639.2,3,18,6.0,3.0,18,6,6.5,6.5,2016,6,24
134.0,2600.0,2600.0,2897.8,2897.8,1,12,12.0,1.0,12,12,0.0,0.0,2016,8,20
543.0,189.834,189.834,1687.51,1687.51,3,18,6.0,3.0,18,6,7.0,7.0,2016,6,29
374.0,16342.5,16956.99,11761.38,17641.86,8,48,6.0,12.0,72,6,4.125,7.833333333,2016,4,8
1378.0,0.0,0.0,1440.03,1440.03,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,23
620.0,9.63,9.63,128.22,128.22,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,6
464.0,86.072,86.072,261.0,261.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,29
237.0,58599.612,59186.06,9700.53,8850.45,6,42,12.0,10.0,66,12,1.6,1.444444444,2016,7,24
289.0,46.96066667,46.96066667,3406.34,3406.34,3,18,6.0,3.0,18,6,2.5,2.5,2016,6,14
670.0,212.704,212.704,3027.36,3027.36,6,36,6.0,6.0,36,6,1.166666667,1.166666667,2016,6,16
669.0,5610.944,5610.16,6521.04,9080.24,1,6,6.0,2.0,12,6,10.0,10.0,2016,7,28
223.0,3034.171,3056.53,7931.02,9069.61,4,24,6.0,4.0,24,6,6.8,6.8,2016,9,7
328.0,95.21,95.21,1768.5,1768.5,6,36,6.0,7.0,42,6,4.0,4.0,2016,6,30
-46.0,5.558,5.558,18.0,18.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,3,6
708.0,3574.229333,3586.52,314.13,380.13,1,6,6.0,2.0,12,6,0.0,0.0,2016,11,7
1065.0,2167.5,2181.0,2027.62,2239.32,2,12,6.0,2.0,12,6,31.0,31.0,2016,5,7
226.0,1172.246,1182.13,7894.74,8560.82,4,24,6.0,4.0,24,6,3.333333333,6.5,2016,4,7
497.0,0.66,0.66,0.0,0.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,11,6
68.0,12.948,12.948,1690.0,1690.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,26
500.0,67.02,67.02,294.12,294.12,4,24,6.0,4.0,24,6,5.666666667,5.666666667,2016,6,18
1286.0,13.369,13.369,58.0,58.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,29
709.0,16800.0,18996.0,2829.02,5416.26,11,66,6.0,20.0,120,6,3.636363636,3.421052632,2016,11,8
1487.0,58.212,58.212,1805.72,1805.72,6,36,6.0,6.0,36,6,2.4,2.4,2016,6,14
586.0,14132.46667,14167.0,8104.94,8779.74,7,42,6.0,10.0,60,6,4.428571429,6.6,2016,7,28
1294.0,71.075,71.075,1097.7,1097.7,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,15
384.0,3130.3,3162.5,696.41,960.89,4,24,6.0,6.0,36,6,6.5,5.333333333,2016,12,7
854.0,15611.0,18759.84,799.79,1549.62,4,24,6.0,10.0,60,6,3.333333333,5.3,2016,4,8
316.0,43.082,43.082,127.92,127.92,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,26
545.0,2876.641667,2883.97,335.75,402.9,1,6,6.0,1.0,6,6,0.0,0.0,2016,5,7
847.0,31.66666667,31.66666667,626.81,626.81,5,30,6.0,5.0,30,6,4.2,4.2,2016,6,19
135.0,4395.823,4445.51,1058.74,1497.86,2,12,6.0,2.0,12,6,0.0,0.0,2016,11,7
98.0,2034.009333,2066.01,2418.88,2584.76,5,30,6.0,5.0,30,6,1.5,1.5,2016,2,7
436.0,37.63466667,37.63466667,812.24,812.24,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,22
615.0,33.63266667,33.63266667,716.1,716.1,3,18,6.0,3.0,18,6,4.666666667,4.666666667,2016,6,14
696.0,0.28,0.28,84.45,84.45,1,6,6.0,1.0,6,6,0.0,0.0,2016,1,6
410.0,500.0,500.0,3485.23,3982.65,1,6,6.0,1.0,6,6,0.0,0.0,2016,7,22
612.0,1.5,1.5,1071.15,1071.15,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,15
1267.0,819.3333333,829.0,80.0,120.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,10,7
109.0,19.372,19.372,770.76,770.76,3,18,6.0,3.0,18,6,4.5,4.5,2016,12,6
1529.0,1800.0,1800.0,2920.78,4002.08,1,6,6.0,1.0,6,6,0.0,0.0,2016,11,7
442.0,2131.606667,2141.41,2050.34,2193.34,4,24,6.0,6.0,36,6,7.666666667,6.6,2016,10,7
499.0,535.0,535.0,0.0,0.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,8,17
825.0,1402.071,1425.27,2416.1,2599.36,1,6,6.0,1.0,6,6,0.0,0.0,2016,11,7
95.0,4770.0,4785.43,21361.24,30119.78,1,6,6.0,1.0,6,6,0.0,0.0,2016,3,8
1189.0,10227.0,26488.29,1459.93,2478.61,4,30,12.0,10.0,66,12,7.0,5.5,2016,11,8
1199.0,18836.0,25894.86,4835.57,9872.09,2,12,6.0,9.0,54,6,1.25,1.727272727,2016,11,8
1133.0,48.444,48.444,368.1,368.1,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,18
370.0,16844.39867,16944.88,9010.69,9811.1,8,48,6.0,10.0,60,6,1.857142857,2.1,2016,7,13
251.0,7354.483333,7368.5,2193.6,2250.73,5,30,6.0,6.0,36,6,9.0,14.16666667,2016,7,29
475.0,9077.29,9165.87,4890.24,5562.64,4,42,12.0,4.0,42,12,5.0,5.0,2016,7,20
494.0,11914.0,16117.65,7473.39,14538.88,2,12,6.0,5.0,30,6,1.666666667,2.2,2016,10,8
723.0,67.89,67.89,2206.3,2206.3,1,6,6.0,1.0,6,6,0.0,0.0,2016,10,6
1468.0,4300.8,4302.0,310.32,327.78,2,12,6.0,2.0,12,6,0.0,0.0,2016,7,18
196.0,6234.0,6303.83,1717.78,1987.78,2,12,6.0,4.0,24,6,5.5,4.25,2016,7,31
402.0,1750.0,1807.37,99.56,189.56,1,12,12.0,2.0,18,12,0.0,40.5,2016,8,15
1280.0,7603.0,14518.87,701.73,2614.85,4,24,6.0,9.0,54,6,4.5,7.555555556,2016,11,8
380.0,20081.0,25686.5,2032.06,9693.23,5,30,6.0,7.0,42,6,1.25,19.85714286,2016,10,8
172.0,64.235,64.235,-204.16,-204.16,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,29
620.0,0.0,0.0,5392.02,6131.52,1,6,6.0,1.0,6,6,0.0,0.0,2016,10,7
628.0,4357.0,5038.29,27142.95,49337.25,1,6,6.0,4.0,24,6,3.5,4.0,2016,11,8
1171.0,96.67533333,96.67533333,3094.08,3094.08,7,42,6.0,7.0,42,6,2.625,2.625,2016,6,22
183.0,578.6916667,594.43,239.25,287.1,1,6,6.0,1.0,6,6,0.0,0.0,2016,5,7
543.0,10.32,10.32,1416.08,1416.08,2,12,6.0,2.0,12,6,4.0,4.0,2016,8,6
699.0,18876.0,19250.26,3838.91,2547.25,1,6,6.0,2.0,12,6,0.0,26.5,2016,2,8
955.0,3173.0,3173.0,298.68,298.68,1,6,6.0,1.0,6,6,0.0,0.0,2016,7,16
1039.0,2719.5,2739.0,1948.58,2232.38,3,18,6.0,5.0,30,6,8.333333333,7.75,2016,7,15
227.0,28845.276,28909.44,4192.91,4354.91,7,42,6.0,10.0,60,6,4.5,4.2,2016,7,18
354.0,8612.225333,8632.28,2995.92,3479.26,4,24,6.0,5.0,30,6,6.333333333,7.0,2016,7,13
491.0,112.5666667,114.5,1476.24,1529.44,1,6,6.0,1.0,6,6,0.0,0.0,2016,4,7
102.0,29.13333333,29.13333333,449.54,449.54,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,19
369.0,5521.04,5529.56,1392.63,1589.03,4,24,6.0,4.0,24,6,2.0,2.5,2016,10,7
1088.0,2533.336667,2550.9,295.13,350.13,1,6,6.0,1.0,6,6,0.0,0.0,2016,11,7
247.0,3947.914,3972.18,1118.78,1650.63,3,18,6.0,3.0,18,6,4.5,4.5,2016,11,7
318.0,0.0,0.0,1360.2,1374.12,1,6,6.0,1.0,6,6,0.0,0.0,2016,1,7
467.0,8120.0,8158.0,4631.93,5203.13,1,12,12.0,3.0,24,12,0.0,8.0,2016,7,30
640.0,11.57333333,11.57333333,56.0,56.0,1,6,6.0,1.0,6,6,0.0,0.0,2016,6,14
112.0,3382.476333,3397.37,317.05,559.5,1,6,6.0,1.0,6,6,0.0,0.0,2016,7,13
573.0,11727.99467,11775.24,2848.56,3203.18,8,48,6.0,10.0,60,6,2.714285714,2.777777778,2016,7,14
697.0,330.8153333,330.8153333,380.38,380.38,2,12,6.0,2.0,12,6,8.666666667,8.666666667,2016,6,26
1432.0,125.336,125.336,2116.8,2116.8,2,12,6.0,2.0,12,6,10.0,10.0,2016,6,24
173.0,3301.5,3315.0,3808.48,4988.38,2,12,6.0,2.0,12,6,0.0,0.0,2016,7,27
